id,ckpt,n_atoms,n_basis,n_occ,t_fock_s,method,f1_res_fro,f1_res_max,f1_res_occ,f1_res_frontier,f1_grad,f1_pt1_homo,f1_pt1_lumo,f1_dhomo,f1_dlumo,f1_gap,gap_hat,f1_sB_homo,f1_sB_lumo,ref_dhomo_F1,ref_dlumo_F1,ref_res_true
8628,id,18,162,32,4.199124336242676,df-g1,0.02786207971980035,0.0059451686242688595,0.0061016677152076395,0.004421376680190293,0.02718852726326726,0.0007963490912770883,0.002593638287099608,0.0007156249320377506,0.002059536692977722,0.2521803115832691,0.2508363998223291,0.016143797581205998,0.03707068246164877,0.0013614694276288808,0.00024809356837149246,0.020949620907491882
8633,id,19,167,31,4.606236457824707,df-g1,0.01927098063246468,0.007047472392098797,0.0069555775031145154,0.001450160308887897,0.018973283606031607,0.00010370020308448034,-0.0005492981695734843,9.816425063918777e-05,-0.0006776651546483298,0.30174308516066256,0.3025189145659501,0.006820919237647235,0.04565087243876258,0.0002341171003045206,-0.0003372338605231971,0.01606147798585905
8648,id,20,172,31,4.8564293384552,df-g1,0.040431419144312114,0.010782102084650802,0.010758828273474595,0.0029647582065337667,0.03237761735750116,-0.002910737979884514,-0.0004884305406280895,-0.002959857608571842,-0.0006111180528886179,0.2635347372720389,0.26118599771635564,0.008855681775351513,0.07794778956185157,-0.0022429903167476006,-0.0004633604533409233,0.02476555717026117
8650,id,20,172,31,5.050791501998901,df-g1,0.024596865532859283,0.004100849296212905,0.004021407683438858,0.002296275851989389,0.030434403972693303,-0.0003653178452971979,0.0019460289219049968,-0.0004154009038799811,0.0011547870755527143,0.30205825636466976,0.30048806838523706,0.015021856244519429,0.2157461714064052,-0.0003687402557884245,-0.0004918374418566365,0.02202714946281192
8667,id,20,172,32,4.901840686798096,df-g1,0.021445981892360643,0.004775010237437982,0.004820326510872704,0.0019019671788677531,0.024572559031660904,7.86167800898183e-05,0.0013827030525519,4.2786709375491894e-05,0.0010662091166955788,0.22822545865667712,0.22720203624935703,0.00870106547589609,0.030150271378068097,9.38748671178713e-05,-0.0003345692669492438,0.02033687482920894
8669,id,20,172,32,4.76710319519043,df-g1,0.027495176680725993,0.005003304609146664,0.005076275441162782,0.0016069382209674779,0.030457299365975306,-0.0015220852380217244,4.231913765886045e-05,-0.0016021259149789913,-2.496812652275429e-05,0.2260990302898953,0.22452187250143907,0.011356632943860792,0.01506154628165934,-0.0012198543560537622,-0.00118578341876217,0.023576779684849874
8714,id,13,137,29,2.5261714458465576,df-g1,0.03752532146390428,0.008724184637756593,0.008614792956667791,0.0027912244468300965,0.03139733059594057,0.0006178686361474316,0.0019732071056955693,0.0005906562440119445,0.0018659865801105707,0.19837169494674609,0.19709636461064747,0.021632943161108652,0.02345541882242623,0.0006160291717408062,0.00027287109695408457,0.024730786049696
8723,id,12,132,29,2.3011653423309326,df-g1,0.033441384352129205,0.007896729997007412,0.007868464968860038,0.002191926311043311,0.026739522629552415,0.0014550394479657359,-0.0008280240342937542,0.0014353742403340752,-0.0008427405571530405,0.16175114057769813,0.16402925537518523,0.008091241224414503,0.014081334706217566,0.0007309502143272306,-0.0011811516769387742,0.019257596605732563
8730,id,12,132,30,2.3034849166870117,df-g1,0.031042446370866252,0.005327701396982576,0.005425047600777444,0.0017440454280010453,0.02965297187217583,-0.0015609026893707862,0.000808861446604362,-0.0015866179496901722,0.0007540947437123247,0.17527412565329353,0.17293341295989106,0.013158909701947304,0.013390630727864882,-0.000669746443723751,-9.553929721031751e-06,0.022708514208885804
8732,id,12,132,30,2.3560268878936768,df-g1,0.025931325498385442,0.005173446668539583,0.005320268651955101,0.003544757161040534,0.028026861171985704,-0.000741043512879419,0.00351899029496793,-0.0007754491359671656,0.0034559572866887656,0.1539501969597159,0.14971879053705997,0.014494502866128637,0.01264383544816364,0.0003054877732198702,0.0004972602613277366,0.021506697408987464
8745,id,13,137,28,2.72200870513916,df-g1,0.036780146337890327,0.010828802050912856,0.01079512163392201,0.031839639019234804,0.03597461052082093,-0.0018669591397401162,0.002688757583239741,-0.001973734321044418,0.0017171797439182596,0.22203513827537164,0.21834422421040897,0.03696025276229424,0.051064031120432424,-0.001125908107782958,-0.0004900534196075196,0.027110168250191084
8746,id,12,132,28,2.217909097671509,df-g1,0.029907601298123837,0.004682601603388292,0.0047096016568826,0.005830707398516513,0.03488321487117953,0.00017276326366103456,0.0023271393764615917,5.0568104417003656e-05,0.002015309919132499,0.22473461185809052,0.222769870043375,0.028704148259933317,0.026010754443971794,0.0005092440172430046,0.0003915737718985235,0.027068473727249454
8752,id,12,132,27,2.2301008701324463,df-g1,0.02566619505408082,0.00624742322284888,0.006121438858795987,0.001493405971642736,0.02464644790653492,0.000809132348632938,2.565578809407661e-05,0.0007419043342556941,-0.0001410106214926113,0.21778610624202138,0.21866902119776968,0.020154710431712963,0.035979616620656234,0.0006343032179660923,-0.0007007812601650468,0.018982485742339364
8758,id,10,122,27,1.707897663116455,df-g1,0.030979069446075234,0.007694010498504156,0.00807529902335796,0.003809105235986416,0.0386291708003626,-0.0011824350455249242,0.0002865436827302935,-0.0013751609264179843,1.9777639036919203e-05,0.238617730391398,0.2372227918259431,0.024604610544276623,0.022322809697438096,-0.0011389347950860884,-0.0009311480670269462,0.018919969914018092
8782,id,14,142,29,2.7684295177459717,df-g1,0.026612225518596523,0.005360630752466733,0.005434577390856338,0.002251314699017417,0.024725178297260505,-0.0013896825505062555,0.002176914279483217,-0.0014260207472144293,0.0018775865646613633,0.3040181208899579,0.3007145135780821,0.013897078394021305,0.03014016335005226,-0.000743753498432087,-0.0006854406722405885,0.020781768027241774
8783,id,16,152,29,3.410194158554077,df-g1,0.02023900329571669,0.006845089047335051,0.0067939699065989595,0.0035570331226296307,0.018552394181984243,-0.00018580799848567128,0.0023458547589452964,-0.00019336497088062732,0.000348737429770693,0.282113258363323,0.2815711559626717,0.024573568536003683,0.16841491019524577,6.6708326840192456e-06,-0.00048413614111205566,0.016420464701985774
8800,id,17,157,30,3.932960271835327,df-g1,0.02389533345867095,0.0058116671284835775,0.005882203540617131,0.001486415859418225,0.02463382952105298,-0.0006090415118613945,0.0013896249716906465,-0.0006307874002205449,0.0013062322155764743,0.2752323430653584,0.27329532344956137,0.020806843363136138,0.034096593955162874,-0.0002516828175974095,-0.0002020830184399497,0.020678167162336124
8811,id,14,142,30,2.764589309692383,df-g1,0.02537264903282781,0.0065154627076395855,0.006455947376230481,0.0024976904184612226,0.02547055849737865,0.0005746418312664233,0.00134042606426266,0.0005792398426267553,0.0010571518480988558,0.28199459476795735,0.2815166827624852,0.06784025427627323,0.1810721997832284,0.0008579763812242569,0.0004575334919352705,0.020538364748211996
8819,id,13,137,30,2.613736391067505,df-g1,0.025324532105104866,0.007011822617396746,0.006960591878592448,0.0016728184536039924,0.025185120521643723,8.059442625362213e-05,0.0003465702994709402,5.902212238245719e-05,0.00017682567806349275,0.27764768696261166,0.27752988340693063,0.008472385294460467,0.055373361079630985,0.0005505908975201312,-0.00030136392349393304,0.01928235354547614
8849,id,12,132,29,2.157198905944824,df-g1,0.08763562744495008,0.029790669840931372,0.02984755719318914,0.6481789331637328,0.0727986622642128,-0.005363041168625207,0.6404736641298123,-0.006149915859758437,0.05358993520582954,0.15168230120239196,0.091942450136804,0.10366752472778787,0.9937009046396337,-0.005462079034058265,-0.0043620581490301374,0.02688591606963816
8850,id,18,162,30,4.066146373748779,df-g1,4.35920204049434,1.302522775238753,1.302433079689008,0.5378486272012383,2.285870559701822,-0.020980081211440484,-0.5218376210886289,-0.005165453501743245,0.027125289168183853,0.057498483446698334,0.025207740776771237,0.8235626412138148,0.9999795431685721,-0.02769289459341784,-0.17946478218936926,0.02104130523114931
8862,id,16,152,29,3.523399591445923,df-g1,3.8566062083611774,0.9077316614712387,1.3722826248267208,0.4578227417591038,1.9759563732817165,-0.03659748372757117,-0.312552058372436,0.011792506759553179,0.06587310778924516,0.06132387987994414,0.007243278850252166,0.991627769196744,0.9997448209004163,0.004783016054055345,-0.20408361894071633,0.021293739748813392
8863,id,16,152,29,3.3593764305114746,df-g1,2.4323642856450856,0.40554125470890057,1.2307949271759648,0.42245697433651896,1.0177624782222252,-0.1963710390196031,-0.15344521362214397,-0.09042721700539286,0.10621155492315754,0.2008893248376699,0.0042505529091195204,0.9662720651336579,0.9988921797609008,-0.0943650430845917,-0.1601158342899223,0.019123033215864522
8873,id,22,182,31,5.602208137512207,df-g1,0.026205777979613015,0.004115236246427401,0.004125626923316549,0.055931422655546424,0.022624123747592085,-0.0001537729427926595,0.04938029882940599,-0.00017125855072766538,0.014181426479901088,0.2884800636743367,0.27412737864370795,0.010021256470623215,0.48069714222601423,0.00030313507847792853,-3.0720398661011894e-05,0.018291957308542488
8898,id,18,162,31,4.053663730621338,df-g1,0.028326611813167098,0.004418800153203506,0.004520617516603432,0.001852136579939128,0.027580204452215516,0.00030533020196826945,0.0003224428960255493,0.0002938998001427162,0.0002934628681724675,0.23510067540598978,0.23510111233796002,0.021537963463221562,0.020519295986539482,0.0008544694482030823,-0.0001512375667397422,0.020320490836068034
8913,id,17,157,30,3.7873892784118652,df-g1,0.019527506107587866,0.004360229047723152,0.004553333762719312,0.0028393613198842535,0.019598961416852974,-0.0011784006313313397,-6.1988383536314855e-06,-0.001184026162890206,-5.240093415982e-05,0.27621988873388215,0.2750882635051518,0.023337897163666625,0.025459397998351833,-0.000701020412575859,-0.00013573009728170757,0.015983904285615278
8919,id,15,147,30,3.113692045211792,df-g1,0.029305380643950083,0.007062744054138648,0.007052996327291026,0.0040200112255368336,0.030588319286157586,2.9317470552839573e-05,0.003917369976815625,-0.00011086205369598146,0.0013370268568105798,0.26114642617041645,0.2596985372599099,0.016256117621742044,0.09987602977151198,0.00028953345580368106,-0.0004658849175485707,0.0259133402599607
8940,id,16,152,31,3.340886354446411,df-g1,0.027039996510104806,0.004660705535915355,0.004688892827273573,0.001410897144760915,0.027297699569990376,-0.0002806936186351497,0.0010844351576879806,-0.0003028172842670651,0.000921143046432189,0.2525735331591236,0.2513495728284244,0.02408445936344626,0.04332507377289469,9.141505528970084e-06,-9.109169102577627e-06,0.024123766605925377
8945,id,15,147,31,3.137756109237671,df-g1,0.03571808003200494,0.007568108011909658,0.0076031837830948905,0.0026506800650089707,0.028202817464149547,-0.0001471390253184385,-0.00014956743063645824,-0.0001749641780114941,-0.0001769187461270992,0.24478458838536687,0.24478654295348248,0.012960909703934638,0.023911821931675403,0.00031517827079341476,-0.0009568814665131776,0.020588226681509038
8949,id,16,152,31,3.3189709186553955,df-g1,0.025738953396262167,0.008083230436543687,0.008227928246728794,0.0009946310693756302,0.02714396853286244,-7.236586169478067e-06,-1.9828551931067683e-05,-6.648493558542024e-05,-0.0001070502846797633,0.22002705828555277,0.2200676236346471,0.01373631208357618,0.04421971402727467,-0.00023401616571466777,-0.000660232182385416,0.018929816038475083
8959,id,16,152,30,3.6101291179656982,df-g1,0.03873506033096786,0.008367109652134275,0.008376804110150897,0.01865141435058322,0.03864090789434707,-0.001215603191611657,0.009696546268782734,-0.001310365608852837,0.0038237595287923098,0.2560511961127195,0.2509170709750743,0.1269687204359843,0.1967745666025915,-0.0009510376698276257,-0.0003059662361525328,0.027920814361640185
8963,id,16,152,29,3.2065391540527344,df-g1,0.029154310599559235,0.00615070520658989,0.006185409487196258,0.0021648867139269544,0.021621902777608486,-0.0011254031498047691,6.726513506848128e-05,-0.0011303616298458108,1.6781529520414062e-06,0.23066684535420234,0.2295348055714045,0.01105619521484637,0.015272494374518015,-0.000540394746819578,-0.0005165585993534595,0.017032407422270072
8974,id,16,152,30,3.4301440715789795,df-g1,0.028819446855401044,0.005181764394826871,0.005496425123856153,0.0018460473952059504,0.025324544925938122,-0.0017498102782111972,0.001464092085651346,-0.0018708070191386095,0.00140961707787092,0.20386885812947975,0.20058843403247023,0.0138214404087702,0.01594762141851349,-0.0007353895557591361,-0.0007024115433556383,0.020632156320500406
8986,id,20,172,31,4.959876537322998,df-g1,0.01701129551654118,0.0035012235643172573,0.0035491236657421467,0.00200306625443248,0.01666415848729472,-0.0005060003055546681,0.0018020118729337449,-0.0004975299537912647,0.001235474714422674,0.3115833611274267,0.3098503564592128,0.04904528011914806,0.07140292682090625,-0.0004579346081134972,-0.00015553300948286525,0.013853813459974237
9035,id,19,167,32,4.642209053039551,df-g1,0.04070619506239456,0.011195994359177064,0.01118422070722204,0.0023717966574462995,0.0435084074316841,-0.0007951717312089827,0.00023755773200439157,-0.0008158420101003483,0.0001227077466706243,0.26364751635415745,0.2627089665973865,0.03818535728323836,0.029959415632709967,-0.0009483443500810651,-0.0006587754260768512,0.03245184565361711
9037,id,17,157,30,3.8134942054748535,df-g1,0.016289953075829644,0.004233072817736883,0.004249766320053797,0.0005856324447834184,0.017586493622997763,-0.00014385235221678138,-0.00027164984897057684,-0.00016091121993161428,-0.0002880822239371972,0.21184392003516722,0.21197109103917283,0.00860475175748884,0.00760227049300268,0.0003162921441750566,-9.662937487592282e-05,0.01499147596510751
9039,id,17,157,30,3.7095816135406494,df-g1,0.023840023202329603,0.00519840042588271,0.005255695331138862,0.0012421272005305537,0.024630540961075455,-3.09299198622454e-05,0.0003612083482970909,-8.748220419618757e-05,0.00030813758993944104,0.22859276288743322,0.22819714309329758,0.010622209277154926,0.014513115549089909,0.0007445862321381336,-0.00020855479601473298,0.018522939580231643
9052,id,13,137,30,2.4541897773742676,df-g1,0.026276206198454884,0.005890489213079775,0.005937425631164368,0.028931317474003623,0.02953803323497619,-5.053634237916504e-05,0.00099674194079179,-0.00011228565439802551,0.0009845705675718824,0.21517652031349796,0.21407966409152807,0.010134038068310229,0.010046166080846467,-0.0003679240431140318,0.00047372756566213536,0.02090215921983098
9058,id,16,152,31,3.340623140335083,df-g1,0.017700437751321168,0.004209612792536177,0.004325373408771224,0.0006886190398156543,0.020638531556411988,-0.0004941710947238418,0.00044645390697006137,-0.0005232651015577017,0.00042025879495503904,0.15768367261528587,0.15674014871877315,0.012252347490457595,0.007083615461288817,-0.00015881192160038804,-0.000145544397423647,0.01583143508574641
9060,id,16,152,31,3.4114229679107666,df-g1,0.031482864009227285,0.005619086152556463,0.005711394249899505,0.002226690705543601,0.031125104322738233,-0.0005824931455125033,0.0009506064918215496,-0.0006313987171722435,0.0009163114901836883,0.16723307200425158,0.16568536179689564,0.010833617805791854,0.014934989258854763,5.919358895975502e-05,-0.0005105894707068681,0.024506863896978977
9061,id,15,147,31,3.141162633895874,df-g1,0.03497934771001588,0.005954625318192797,0.006072546791269531,0.0020208636775101395,0.03183978956409832,-0.0015749849186345163,0.00101398753624054,-0.0016422270906039094,0.0009877943579300053,0.1761642075576665,0.1735341861091326,0.01890200418432367,0.008517066907983832,-0.0004501606775791367,2.2637122589874714e-05,0.025699965034957143
9080,id,20,172,32,4.801504611968994,df-g1,0.018198890268018828,0.004658052686064451,0.0048200149789156726,0.0014855113035597838,0.01919091752938694,-0.0014526577482356516,-0.0011305519674144465,-0.0014728654243746364,-0.0011436835033484874,0.2349143923109013,0.23458521038987515,0.006444791428754702,0.008327834427414124,-0.0005071370701866529,-0.00032333512130664106,0.01612174681315045
9086,id,18,162,32,4.012331962585449,df-g1,0.02700407140647546,0.004896989386320882,0.005032482626847877,0.002708382354417252,0.028777373938843304,0.0003377626317956521,-0.0005353654097862599,0.0003128363451630478,-0.000967600841361542,0.27854391702738784,0.27982435421391244,0.03720408819681322,0.12057251503374501,0.00041397847702698276,0.00011747734776940133,0.02295350904813376
9090,id,18,162,32,4.127307415008545,df-g1,0.0198038575067414,0.0037668089328875,0.0038279333222053322,0.0013695100439924067,0.02100141850641896,-0.0006358586015855018,-0.0004925513697115838,-0.0007157336861662866,-0.0005012291344047709,0.2350100103774218,0.23479550582566028,0.012359632249522245,0.005411512557550675,-0.00010815492350313427,-0.00031373998410256024,0.016541836991191407
9107,id,19,167,31,4.531865119934082,df-g1,0.017194936424964887,0.006051249873607389,0.005990449137484375,0.0010360957388747959,0.017416611724415255,-2.5911008839249794e-05,0.0001392567716353332,-8.752106563886253e-05,7.651705367189322e-05,0.3088288917339965,0.30866485361468576,0.011556310529961138,0.0237475635231368,9.831775183050118e-05,-0.000325790685216462,0.014389789936242592
9110,id,19,167,31,4.398042440414429,df-g1,0.01887212734709041,0.0054947504779896406,0.005436937065472281,0.0022061757535549093,0.019278533333417797,-0.0010624411190242248,0.0007983007451653138,-0.0011914539552981829,0.0005189697886827278,0.29581568374356726,0.29410525999958637,0.01237483448409228,0.07742151897145182,-0.0003322848074142071,-0.0003510390461969326,0.01646223474006161
9118,id,19,167,31,4.444908857345581,df-g1,0.01975440231796574,0.00551637774361069,0.005438963598371523,0.0011696474399104052,0.016871951880172854,0.0010788913797961334,0.000725249113435504,0.0010738722025124825,0.0005080184455047085,0.29230094870936774,0.2928668024663755,0.004549802988717549,0.05355850631241709,0.0008914746086642333,-0.0004274876664229557,0.014422805145699213
9119,id,18,162,31,4.117635488510132,df-g1,0.022094830736147368,0.004898856139654129,0.004869046360844449,0.0013842309442214944,0.019290200870765762,0.00019769917567513662,-0.0003081906357728057,0.00019898938002799182,-0.000569659508161114,0.2765827455499741,0.27735139443816315,0.02541912414118211,0.04942545881562182,0.0003167822179920843,-0.0006669577758578876,0.016657334169274476
9128,id,20,172,32,4.758302688598633,df-g1,0.017806589140233132,0.002496410382942571,0.0025455443990041043,0.0011801899971882576,0.020701780009431348,0.0004524157362056109,0.0009758396910534331,0.0004366683878467281,0.0008819483531625621,0.2328557326097092,0.23241045264439336,0.0078373258091046,0.016656220909801598,0.000568163042281189,-0.00014143635683709632,0.017317057367759913
9138,id,22,182,33,5.869401216506958,df-g1,0.016171751470829283,0.003937369222033027,0.003963110118922145,0.0014462980785182847,0.015908258949287823,0.0004474569839220154,0.0013929458360946757,0.00044562921217150553,0.0009433574687983184,0.31491524245032143,0.31441751419369457,0.004415540332206112,0.08445451702759028,0.0004506594674952846,-7.829736997436165e-07,0.014028055517658617
9144,id,22,182,33,5.652801036834717,df-g1,0.016838849345708992,0.0037117852537917884,0.003738545373089616,0.0011041954830959756,0.016987627507031196,9.043453579118566e-05,0.0004350368828931967,8.850164104615144e-05,0.00013244787741492625,0.29762285607381,0.29757890983744123,0.009813581161689655,0.04718518664225963,2.7215619056469853e-05,-0.0001333708419085436,0.014554083369246369
9146,id,24,192,33,6.641231298446655,df-g1,0.015809526567319314,0.003186148798260291,0.003222944618086553,0.000903007389916115,0.015590969030856688,-3.524063772789277e-05,3.512770533385865e-05,-4.157138076360534e-05,-8.288192435784714e-05,0.31716244999594567,0.3172037605395399,0.0045250400624430795,0.030312776544902255,-5.612534648813394e-05,-0.00013171631033179199,0.01419740431686654
9156,id,20,172,33,4.773676872253418,df-g1,0.023526473225051886,0.004063232243936454,0.004099081500350984,0.0016370472577422746,0.024116578717495053,-0.00031531620972826584,-0.0015064760312467848,-0.00032534516122700863,-0.0017229157498164088,0.3076993541963501,0.30909692478493944,0.008670876914611351,0.05708379434837194,-0.00012654183769439387,-2.305132499178658e-05,0.020379551876412955
9176,id,14,142,29,2.9314804077148438,df-g1,0.022869355227937597,0.006531563609058821,0.006540995496700586,0.0018233099670480735,0.021744829470101198,-0.0001646602471825975,0.001275931694082146,-0.00023215424809974738,0.0011826996544785876,0.25190504793159874,0.2504901940290204,0.027199720082915144,0.025786951271848248,0.0006934170541723073,7.43856384640292e-05,0.017747085214124946
9181,id,13,137,29,2.5209739208221436,df-g1,0.02614512015554077,0.007115280925937384,0.007055737209611652,0.003205015129211829,0.024871911005001468,-0.0011951059513962946,0.002936639588688423,-0.0012292415639654775,0.0028394889766340525,0.20638838363830111,0.20231965309770159,0.009542645883131372,0.016687967845570074,0.0003487995757048279,0.00036281073192927227,0.019136303041919503
9201,id,17,157,30,3.759472608566284,df-g1,0.021368436395759794,0.008723500219034008,0.008659469664693279,0.002485262842276788,0.02124607253188089,-0.00019372423439694965,0.0022849656788605406,-0.0002679083578616126,0.0012480678760786491,0.30217696598082,0.3006609897468797,0.013761912586946527,0.0844554543734092,0.000214185865368699,-0.00015795580779162655,0.01647323637288671
9202,id,17,157,30,3.9096596240997314,df-g1,0.02677810504870284,0.007158253711022411,0.007092755818186925,0.0019518002035766077,0.02439893270643516,-7.837747155529358e-05,0.000430685759099746,0.00024114807831873697,0.00029763373318483777,0.2693720284129915,0.2693155427581254,0.009954006058507952,0.037453548865020225,0.0010149220398586178,-0.0006197154292487822,0.020501771435625607
9206,id,15,147,30,3.168802261352539,df-g1,0.020775630273333852,0.004718437569394496,0.004831078676904264,0.004438345488635711,0.02169206450782869,4.5371131715600845e-05,0.0006438864027292085,3.323191797610647e-05,0.00045659524681484717,0.27882955983223395,0.2784061965033952,0.013544041997412217,0.03203530090246058,0.00041484608248937294,-0.00024304481398389026,0.018932799303623755
9208,id,19,167,30,4.534824371337891,df-g1,0.018402631225742587,0.007161049417589993,0.007093707517557487,0.0011788971281988748,0.015253209756398425,-0.0007679588859482386,-0.00018467489520631661,-0.0007673651337227194,-0.0002962023874818892,0.3307373033773427,0.3302661406311019,0.02576366586480235,0.04578093107647062,-0.0005732972386662261,-0.0007682449313401556,0.013668169440771804
9255,id,18,162,31,4.145713806152344,df-g1,0.022882115447503244,0.004940654424014923,0.004991633698378813,0.0011019042685453068,0.023985647758521123,-0.0007673434806027534,-6.631194101976083e-05,-0.0008436858242556744,-0.000265539462467497,0.2539582640833274,0.25338011772153923,0.010727179571229048,0.027848790920361813,-0.0004198491015202366,-0.0004845786093102579,0.019171441094386597
9259,id,17,157,31,3.8261935710906982,df-g1,0.021141859555926068,0.005798065957460352,0.005782950441848788,0.0013633103808151227,0.021008532325794513,-0.00048649873300923234,0.00015479827759232737,-0.0005087670415455658,7.46382601880223e-05,0.2702351030494317,0.26965169774769815,0.01703599457555285,0.0181855143429751,8.757843704060297e-05,-0.0006399320515465788,0.017154814268945905
9273,id,18,162,32,4.149562358856201,df-g1,0.019400935293394435,0.004652260681801579,0.004784321232854616,0.0017366224252259306,0.02135122679084009,-0.00047631744020260085,-0.00016155841588749446,-0.000520309105558725,-0.0002905087960562089,0.2764645635460147,0.2762347632365122,0.011206182593226918,0.026362839955190485,-0.00018659989869507232,3.528119835530252e-05,0.0175391976360032
9282,id,22,182,32,5.774602651596069,df-g1,0.019799399711370687,0.004347977427574534,0.004373211441811654,0.0015343648599362365,0.01912495392079848,-0.0007530806736843544,0.0014338842152028406,-0.0007972881803295084,0.0008481341542131426,0.2983552128961284,0.2967097905615857,0.007930776525329065,0.06248986156853308,-0.0005157224314700504,-0.00023793792995002033,0.016249481519430967
9292,id,14,142,28,2.870795488357544,df-g1,0.024488448554387122,0.00880061739362148,0.008695057748438827,0.0020486847045175323,0.023256671630873017,-9.276965883459497e-05,0.0018963323596725586,-0.0001878768848548873,0.001687378331064542,0.2583461569318686,0.25647090171594916,0.016881117434390157,0.02431670692989067,0.0006878705353247638,1.7925164943243324e-05,0.016905137425053975
9302,id,13,137,28,2.6178555488586426,df-g1,0.021104663404361235,0.005480630453753577,0.005433939736784293,0.001601748190706123,0.020470467164478336,-0.00022723634346988748,0.001279468806077439,-0.00025621274482823253,0.0011352242731189535,0.2657388371839118,0.2643474001659646,0.012720476443780012,0.02956694883199908,9.151080637592734e-05,4.708616497763225e-05,0.016284249972206646
9346,id,15,147,30,3.3169524669647217,df-g1,0.02243178995347225,0.005346670810027376,0.005406866644209169,0.0014037839279602352,0.022948888843789327,-0.0007153549448828794,0.00037004195621533563,-0.000738507065123073,0.00023834119502404855,0.2956623994872848,0.2946855512271377,0.009234459721634575,0.08923866537447965,5.6235794531789285e-05,-0.0004006820320568531,0.0196024177677345
9354,id,18,162,31,4.034828186035156,df-g1,0.027572018584223732,0.005795502574425626,0.0058406125116482015,0.002347090892399591,0.025508653071846358,-0.0013468788923140492,0.0017924926087490311,-0.0014229666363222981,0.0016337966834708215,0.2137021684378643,0.21064540511807117,0.02730236115588505,0.022611356594207068,-0.0012161623960585954,-0.00138403371114465,0.020108534279979516
9358,id,18,162,30,4.237543106079102,df-g1,0.0177637148638145,0.003952209235443149,0.003989808887018161,0.0008802825160333953,0.01850082734633122,-0.00025611178411725675,0.0005930518993883311,-0.00026488544559485905,0.00047195611171238494,0.288057133027137,0.28732029146982974,0.005749878007603907,0.07629322643115095,-4.8653547931848395e-05,-6.831223393500424e-05,0.015538180694548692
9373,id,19,167,30,4.4941089153289795,df-g1,0.023137889952778504,0.004618790134781392,0.00471913157125565,0.003851403661978058,0.023203851836002074,-0.00023293751054730163,0.0035474646678673896,-0.0003347610828085823,0.002310347630839739,0.2704159514109445,0.2677708426972962,0.014949812791759923,0.08002083829830385,-5.1643177341686997e-05,-0.00036216268029406334,0.017996103929330626
9387,id,16,152,31,3.328395128250122,df-g1,0.021578447782399757,0.003283215529670258,0.003440262463591187,0.004252951006334133,0.023388211822314178,0.0006409260159236549,0.003002444361181342,0.0005682123637362202,0.0026965728358986293,0.21991061667549167,0.21778225620332925,0.017058292203821063,0.025320783746778607,0.0007510541136857007,0.0005042076329921027,0.01838847241440335
9406,id,22,182,32,5.8826563358306885,df-g1,0.016138168454090347,0.003690542612822867,0.0037008946304196494,0.0009145593394609952,0.017034641097373387,-0.0001344180803433502,-0.00010579093772387247,-0.0001701404709195664,-0.00029326979223068955,0.3117226972893092,0.31184582661062027,0.015231721118135418,0.04616171738264675,1.996147736199605e-05,1.3029917292566029e-05,0.014924161647116565
9415,id,20,172,32,4.745302677154541,df-g1,0.02396652163869202,0.0048740073242612425,0.005023036820644711,0.0015653245879064701,0.02138758748310357,-0.0011565193540624976,-0.00023399283531719877,-0.0011566682417158414,-0.0006699996230920061,0.30296202851297893,0.3024753598943551,0.04269759221115079,0.12130229573882224,-0.000768202068607976,-6.15397900240941e-05,0.017008850339686736
9417,id,20,172,32,4.783436298370361,df-g1,0.021869465047306087,0.004178267359566945,0.004202795824799228,0.002796979596681472,0.02563189252695242,-0.0005289441263311851,0.002629813581119722,-0.0005773563934825254,0.0021529406140125135,0.2960974247325662,0.2933671277250712,0.010682044148018138,0.07666346081516102,-0.00021454122297731582,-4.240029307752552e-05,0.020493891454936165
9445,id,16,152,30,3.457977771759033,df-g1,0.02560148737110674,0.005029029164443699,0.00504318543546558,0.003436994635227795,0.024577998421924672,-0.0001676165034445731,0.002210871064388822,-0.00017641557612868564,0.00206878748849227,0.2086971860415776,0.20645198297695666,0.018686222571991012,0.03425499727724018,0.00022177978361664907,-0.0002086280679429245,0.0206880024874351
9455,id,16,152,30,3.466732978820801,df-g1,0.02202749136855342,0.004719069942346721,0.0047587071699410986,0.0014089797176490208,0.023607024510944246,0.0002664267056239002,0.0013962464957432625,0.0002564149051217379,0.0010796695805312465,0.29670893291501593,0.29588567823960643,0.007156034443913684,0.03323143329785403,1.2527659973227134e-05,-0.0001548122538255689,0.01883860521560034
9463,id,20,172,31,4.986809968948364,df-g1,0.020144786719710445,0.005153139405408069,0.005163157911827922,0.0019296663314946137,0.01928321399879817,-0.0004689471083916941,0.0017792121190281958,-0.0005411300280043219,0.0017403963513748476,0.22565182538537934,0.22337029900600017,0.010083668741364587,0.011956400936800378,0.00048277556377018804,0.000311051485903633,0.017194224184758633
9472,id,22,182,31,5.807347536087036,df-g1,0.018029808925636482,0.0036625576865816356,0.00369804096923483,0.001391354107125816,0.016688384225913337,-0.0008585558193246181,3.477323509722762e-06,-0.0008688992481847013,-0.00020110872765163185,0.26305207053486696,0.2623842800143339,0.004622734115324831,0.02405810293055715,-0.0003829678399875358,-0.0003240121841681723,0.015249596800362144
